"","short_name","Freq","long_name","TAXID","RANK","TAXPATHSN"
"384","4443094.1",36,"GCF_000507785.1_Rumi_lact_CC59_002D_V1",1073376,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcuslactaris"
"478","denovo11841.0",36,"GCF_000155815.1_ASM15581v1",483216,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroideseggerthii"
"530","denovo2199.0",36,"GCF_000162415.1_ASM16241v1",575615,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_oraltaxon317"
"536","denovo2313.0",36,"GCF_000439065.1_ASM43906v1",1122984,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia"
"550","denovo2819.0",36,"GCF_000382385.1_ASM38238v1",1122986,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamaculosa"
"558","denovo3138.0",36,"GCF_001636135.1_ASM163613v1",51663.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_Pediococcusdamnosus_UnclassifiedPediococcusdamnosusstrain"
"562","denovo3289.1",36,"GCF_001815465.1_ASM181546v1",1739529,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonassp_HMSC077F02_UnclassifiedPorphyromonassp_HMSC077F02strain"
"564","denovo3492.0",36,"GCF_000746015.1_ASM74601v1",1408323,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumMA2020_UnclassifiedLachnospiraceaebacteriumMA2020strain"
"668","denovo7794.1",36,"GCF_900109635.1_IMG-taxon_2623620522_annotated_assembly",821,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesvulgatus_UnclassifiedBacteroidesvulgatusstrain"
"29","1513771.0",35,"GCF_001436275.1_ASM143627v1",1423777,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusoeni"
"42","167420.0",35,"GCF_900104665.1_PRJEB16357",1903263,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Traorella_Traorellamassiliensis_UnclassifiedTraorellamassiliensisstrain"
"71","175706.0",35,"GCF_000467795.1_ASM46779v1",1227269,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis"
"140","192673.0",35,"GCF_001688665.2_ASM168866v2",1834196,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_Lachnoclostridiumsp_YL32_UnclassifiedLachnoclostridiumsp_YL32strain"
"212","265912.0",35,"GCF_000233455.1_Clos_citr_WAL_17108_V1",742733,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]citroniae"
"251","278098.0",35,"GCF_000349885.2_ASM34988v2",1121335,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminiclostridium_[Clostridium]stercorarium_[Clostridium]stercorariumsubsp_stercorariumDSM8532(genome0)"
"266","299171.1",35,"GCF_900112195.1_IMG-taxon_2595698243_annotated_assembly",1520812,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_YAB3001_UnclassifiedButyrivibriosp_YAB3001strain"
"346","4256470.0",35,"GCF_000273295.1_Bact_vulg_CL09T03C04_V1",997891,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesvulgatus"
"451","denovo10319.0",35,"GCF_000307495.1_Para_merd_CL09T00C40_V1",999421,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesmerdae"
"504","denovo13136.0",35,"GCF_000193395.1_ASM19339v1",767031,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotelladenticola"
"546","denovo265.0",35,"GCF_900106785.1_PRJEB16531",1852370,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellamassilia_Prevotellamassiliatimonensis_UnclassifiedPrevotellamassiliatimonensisstrain"
"566","denovo3535.0",35,"GCF_000163055.2_ASM16305v2",575614,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_oraltaxon299"
"593","denovo4458.0",35,"GCF_900187175.1_51342_A02",28118,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Odoribacteraceae_Odoribacter_Odoribactersplanchnicus_UnclassifiedOdoribactersplanchnicusstrain"
"677","denovo8255.0",35,"GCF_000410995.1_ASM41099v1",1340495,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusreuteri"
"48","168984.0",34,"GCF_000423945.1_ASM42394v1",1280665,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_XPD2002_UnclassifiedButyrivibriosp_XPD2002strain"
"73","175758.0",34,"GCF_000424465.1_ASM42446v1",877422,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriohungatei"
"97","181717.0",34,"GCF_900115735.1_IMG-taxon_2623620519_annotated_assembly",43305,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus_UnclassifiedButyrivibrioproteoclasticusstrain"
"100","182061.0",34,"GCF_000469445.2_ASM46944v2",1226323,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_Oscillibactersp_KLE1745_UnclassifiedOscillibactersp_KLE1745strain"
"128","190673.0",34,"GCF_002754095.1_ASM275409v1",837.14,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis_UnclassifiedPorphyromonasgingivalisstrain"
"131","191325.0",34,"GCF_000371705.1_Clos_bolt_90A9_V1",997894,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]bolteae"
"185","261277.0",34,"GCF_000424265.1_ASM42426v1",1280676,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_WCD3002_UnclassifiedButyrivibriosp_WCD3002strain"
"189","262102.0",34,"GCF_000296465.1_Barn_inte_YIT_11860_V1",742726,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_Barnesiellaintestinihominis"
"210","264359.0",34,"GCF_900078295.2_PRJEB13136",1805476,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P2398_UnclassifiedBlautiasp_Marseille-P2398strain"
"260","291950.0",34,"GCF_001487165.1_Blautia_massiliensis1",1737424,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiamassiliensis_UnclassifiedBlautiamassiliensisstrain"
"271","304080.0",34,"GCF_002549935.1_ASM254993v1",853.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_Faecalibacteriumprausnitzii_UnclassifiedFaecalibacteriumprausnitziistrain"
"297","322900.0",34,"GCF_001998765.1_ASM199876v1",649756,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_Anaerostipeshadrus_UnclassifiedAnaerostipeshadrusstrain"
"344","3997242.0",34,"GCF_001318345.1_ASM131834v1",246787.2,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidescellulosilyticus_UnclassifiedBacteroidescellulosilyticusstrain"
"454","denovo10393.0",34,"GCF_000224595.1_Prevotella_sp_C561_V1",563031,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellasp_C561_UnclassifiedPrevotellasp_C561strain"
"502","denovo13042.0",34,"GCF_001543345.1_ASM154334v1",1712675,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_Turicibactersp_H121_UnclassifiedTuricibactersp_H121strain"
"583","denovo420.0",34,"GCF_000262545.1_ASM26254v1",868129,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellabivia"
"674","denovo8150.0",34,"GCF_000238215.1_ASM23821v1",203275,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia"
"704","denovo9305.0",34,"GCF_000233955.1_ASM23395v1",762968,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_Paraprevotellaclara"
"719","denovo9767.0",34,"GCF_000424505.1_ASM42450v1",1280682,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_XBB1001_UnclassifiedButyrivibriosp_XBB1001strain"
"86","179838.0",33,"GCF_000157035.2_Bacteroides_sp_2_1_7_V2",457388,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_2_1_7_UnclassifiedParabacteroidessp_2_1_7strain"
"124","189789.0",33,"GCF_900107835.1_IMG-taxon_2657244910_annotated_assembly",1855342,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacteriumsp_KHPX15_UnclassifiedOribacteriumsp_KHPX15strain"
"252","2875735.0",33,"GCF_000273785.1_Bact_unif_CL03T00C23_V1",997889,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesuniformis"
"314","334395.0",33,"GCF_001571425.1_ASM157142v1",626937,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Christensenellaceae_Christensenella_Christensenellaminuta_UnclassifiedChristensenellaminutastrain"
"397","4464113.1",33,"GCF_000621465.1_ASM62146v1",1408431,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibrioproteoclasticus"
"444","999986.0",33,"GCF_001594285.1_ASM159428v1",28131.5,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain"
"490","denovo12477.0",33,"GCF_000307455.1_Para_dist_CL03T12C09_V1",999416,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesdistasonis"
"500","denovo12924.0",33,"GCF_000238695.1_Tannerella_sp_6_1_58FAA_CT1_V1",665949,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellasp_6_1_58FAA_CT1_UnclassifiedTannerellasp_6_1_58FAA_CT1strain"
"555","denovo2990.1",33,"GCF_000312145.1_ASM31214v1",1033732,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessenegalensis"
"615","denovo527.1",33,"GCF_001811315.1_ASM181131v1",1739298,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_HMSC067B03_UnclassifiedBacteroidessp_HMSC067B03strain"
"616","denovo5303.0",33,"GCF_900178545.1_AS-FLEC03-V1",28038,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacilluscurvatus_UnclassifiedLactobacilluscurvatusstrain"
"636","denovo6222.0",33,"GCF_900103235.1_IMG-taxon_2593339151_annotated_assembly",1352374,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_YE78_UnclassifiedRuminococcussp_YE78strain"
"640","denovo6433.0",33,"GCF_000364265.1_Para_sp_ASF519_V1",1235803,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_ASF519_UnclassifiedParabacteroidessp_ASF519strain"
"687","denovo852.0",33,"GCF_001858005.1_ASM185800v1",185008,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriohungatei_UnclassifiedButyrivibriohungateistrain"
"712","denovo9521.0",33,"GCF_000144405.1_ASM14440v1",553174,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamelaninogenica"
"175","259511.0",32,"GCF_000371565.1_Clos_clos_90A4_V1",999405,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]clostridioforme"
"312","3327894.0",32,"GCF_000154125.1_ASM15412v1",411476,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesovatus"
"319","339549.0",32,"GCF_900157255.1_ATCC49417",837.2,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis_UnclassifiedPorphyromonasgingivalisstrain"
"342","3946926.0",32,"GCF_001434845.1_ASM143484v1",1423759,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillushordei"
"470","denovo10808.0",32,"GCF_000220255.1_ASM22025v1",997353,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellapallens"
"518","denovo1739.0",32,"GCF_001547875.1_ASM154787v1",1307832,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia"
"601","denovo4635.0",32,"GCF_002079435.1_ASM207943v1",1624.3,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussalivarius_UnclassifiedLactobacillussalivariusstrain"
"659","denovo7466.0",32,"GCF_900129535.1_IMG-taxon_2695420955_annotated_assembly",1236518,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellascopos"
"75","176853.0",31,"GCF_000702265.1_ASM70226v1",1410610,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_NC2002_UnclassifiedButyrivibriosp_NC2002strain"
"154","196664.1",31,"GCF_000304195.1_Bact_thet_CL09T03C10_V1",997888,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesfinegoldii"
"187","261315.1",31,"GCF_900100095.1_IMG-taxon_2593339216_annotated_assembly",1520822,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumC10_UnclassifiedLachnospiraceaebacteriumC10strain"
"225","268844.1",31,"GCF_900113655.1_IMG-taxon_2606217763_annotated_assembly",1798186,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibriosp_OR37_UnclassifiedPseudobutyrivibriosp_OR37strain"
"250","276629.0",31,"GCF_000739415.1_ASM73941v1",837.22,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgingivalis_UnclassifiedPorphyromonasgingivalisstrain"
"468","denovo10721.0",31,"GCF_000212375.1_ASM21237v1",879243,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasasaccharolytica"
"483","denovo1211.0",31,"GCF_900184885.1_MOUSE_M89_JASPER",239935.3,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain"
"484","denovo12129.0",31,"GCF_000307475.1_Paraba_sp_D25_V1",658661,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidessp_D25_UnclassifiedParabacteroidessp_D25strain"
"551","denovo2874.0",31,"GCF_900184975.1_Chimpanzee_2_2",239935,"strain","Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_Akkermansiamuciniphila_UnclassifiedAkkermansiamuciniphilastrain"
"676","denovo8186.0",31,"GCF_000698925.1_ASM69892v1",1122985,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaloescheii"
"45","1678333.0",30,"GCF_000507805.1_Rumi_gnav_CC55_001C_V1",1073375,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_[Ruminococcus]gnavus"
"148","194878.0",30,"GCF_900101605.1_IMG-taxon_2595698227_annotated_assembly",185008.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriohungatei_UnclassifiedButyrivibriohungateistrain"
"236","270984.0",30,"GCF_900120395.1_PRJEB18035",1720317,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_PorphyromonadaceaebacteriumFC4_UnclassifiedPorphyromonadaceaebacteriumFC4strain"
"304","326662.0",30,"GCF_000156075.1_ASM15607v1",483217,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesdorei"
"355","4339832.1",30,"GCF_900143205.1_IMG-taxon_2582580726_annotated_assembly",1121132,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriohungatei"
"374","4401580.0",30,"GCF_000163655.1_ASM16365v1",469592,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_3_1_19_UnclassifiedBacteroidessp_3_1_19strain"
"403","455671.0",30,"GCF_002078855.1_ASM207885v1",1360,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_Lactococcuslactis"
"426","730939.0",30,"GCF_000191805.1_Lach_bact_4_1_37FAA_V1",658656,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium6_1_37FAA_UnclassifiedLachnospiraceaebacterium6_1_37FAAstrain"
"488","denovo12370.0",30,"GCF_001548195.1_ASM154819v1",28131.4,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellaintermedia_UnclassifiedPrevotellaintermediastrain"
"667","denovo7794.0",30,"GCF_000187895.1_ASM18789v1",484018,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesplebeius"
"678","denovo8255.1",30,"GCF_000091405.1_ASM9140v1",633699,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusjohnsonii"
"701","denovo9081.0",30,"GCF_000622125.1_ASM62212v1",1410658,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_Kandleriavitulina"
"40","166664.1",29,"GCF_000702025.1_ASM70202v1",1410649,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiaschinkii"
"49","169106.0",29,"GCF_002218725.1_ASM221872v1",1601,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusagilis_UnclassifiedLactobacillusagilisstrain"
"192","262258.1",29,"GCF_000285855.1_ASM28585v2",1095771,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_Ruminococcussp_JC304_UnclassifiedRuminococcussp_JC304strain"
"195","262633.0",29,"GCF_900102515.1_IMG-taxon_2593339224_annotated_assembly",1520808,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_Butyrivibriosp_INlla14_UnclassifiedButyrivibriosp_INlla14strain"
"241","271880.0",29,"GCF_000239295.1_ASM23929v1",411475,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Flavonifractor_Flavonifractorplautii"
"320","339549.1",29,"GCF_000971515.1_ASM97151v1",111105.2,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_Porphyromonasgulae_UnclassifiedPorphyromonasgulaestrain"
"351","4329571.0",29,"GCF_000969835.1_Para_gold_DSM_19448_V1",927665,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgoldsteinii"
"382","4442899.0",29,"GCF_900101295.1_IMG-taxon_2606217764_annotated_assembly",1526.1,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_[Clostridium]aminophilum_Unclassified[Clostridium]aminophilumstrain"
"559","denovo3222.0",29,"GCF_001436185.1_ASM143618v1",1423721,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusamylophilus"
"570","denovo3777.0",29,"GCF_002079585.1_ASM207958v1",1624,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussalivarius_UnclassifiedLactobacillussalivariusstrain"
"618","denovo5363.0",29,"GCF_000218405.2_Lach_bact_3-1-57FAA_CT1_V1",658086,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceaebacterium3_1_57FAA_CT1_UnclassifiedLachnospiraceaebacterium3_1_57FAA_CT1strain"
"619","denovo5363.1",29,"GCF_000765245.1_ASM76524v1",33035,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiaproducta_UnclassifiedBlautiaproductastrain"
"622","denovo5454.0",29,"GCF_002208725.1_ASM220872v1",28132,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotellamelaninogenica_UnclassifiedPrevotellamelaninogenicastrain"
"635","denovo5985.0",29,"GCF_000403825.2_Para_gold_dnLKV18_V1",1235789,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_Parabacteroidesgoldsteinii"
"686","denovo8441.0",29,"GCF_000424305.1_ASM42430v1",1280694,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_Pseudobutyrivibrioruminis"
"66","175485.0",28,"GCF_000374585.1_ASM37458v1",1121094,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesbarnesiae"
"118","187962.0",28,"GCF_002442835.1_ASM244283v1",1597,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusparacasei_UnclassifiedLactobacillusparacaseistrain"
"119","188299.0",28,"GCF_900120195.1_PRJEB18016",1917876,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautiasp_Marseille-P3087_UnclassifiedBlautiasp_Marseille-P3087strain"
"181","260679.0",28,"GCF_000153925.1_ASM15392v1",411460,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_[Ruminococcus]torques"
"420","661259.1",28,"GCF_001343055.1_6736_6_14",1313,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_Streptococcuspneumoniae_UnclassifiedStreptococcuspneumoniaestrain"
"569","denovo3683.0",28,"GCF_000821285.2_Alistipes_jeddahmassiliense_str._AL-1",1499682,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipessp_AL-1_UnclassifiedAlistipessp_AL-1strain"
"575","denovo389.0",28,"GCF_001011095.1_ASM101109v1",1194971,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussalivarius"
"614","denovo527.0",28,"GCF_000382445.1_Bact_mass_DSM_17679_V1",1121098,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidesmassiliensis"
"627","denovo5741.0",28,"GCF_000327285.1_ASM32728v1",1211819,"strain","Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Holdemania_Holdemaniamassiliensis"
"654","denovo717.1",28,"GCF_002003555.1_ASM200355v1",1596,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusgasseri_UnclassifiedLactobacillusgasseristrain"
"684","denovo8389.0",28,"GCF_900109965.1_IMG-taxon_2593339260_annotated_assembly",93974,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroidessp_AR20_UnclassifiedBacteroidessp_AR20strain"
"697","denovo8847.0",28,"GCF_001688625.2_ASM168862v2",292800,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Flavonifractor_Flavonifractorplautii_UnclassifiedFlavonifractorplautiistrain"
"53","171232.0",27,"GCF_000493555.1_LhCIRMBIA101V1",1226333,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillushelveticus"
"85","179616.0",27,"GCF_900096725.1_TFUB4",28112.1,"strain","Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Tannerellaceae_Tannerella_Tannerellaforsythia_UnclassifiedTannerellaforsythiastrain"
"108","184925.0",27,"GCF_000702125.1_ASM70212v1",1410628,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumND2006_UnclassifiedLachnospiraceaebacteriumND2006strain"
"147","194787.0",27,"GCF_000296385.1_Clos_bact_OBRC5-5_V1",936595,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoanaerobaculum_Lachnoanaerobaculumsp_OBRC5-5_UnclassifiedLachnoanaerobaculumsp_OBRC5-5strain"
"228","269125.1",27,"GCF_002079325.1_ASM207932v1",1624.1,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillussalivarius_UnclassifiedLactobacillussalivariusstrain"
"262","295590.0",27,"GCF_001652145.1_ASM165214v1",1606,"strain","Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_Lactobacillusaviarius_UnclassifiedLactobacillusaviariusstrain"
"291","319134.0",27,"GCF_900114405.1_IMG-taxon_2654588176_annotated_assembly",1855374,"strain","Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_LachnospiraceaebacteriumKH1T2_UnclassifiedLachnospiraceaebacteriumKH1T2strain"
